Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201504,78722,Irrigation - Multi-Family,6100
201504,78722,Irrigation - Residential,
201504,78722,Residential,7505200
201504,78723,Irrigation - Residential,2000
201504,78723,Residential,30200000
201504,78723,Multi-Family,19323800
201504,78723,Irrigation - Multi-Family,78300
201504,78724,Irrigation - Residential,16200
201504,78724,Irrigation - Multi-Family,145000
201504,78724,Residential,18544200
201504,78724,Multi-Family,11385200
201504,78725,Residential,2337700
201504,78725,Multi-Family,163900
201504,78726,Irrigation - Residential,56900
201504,78726,Multi-Family,11685400
201504,78726,Residential,13752700
201504,78726,Irrigation - Multi-Family,3250500
201504,78727,Irrigation - Multi-Family,1997400
201504,78727,Irrigation - Residential,
201504,78727,Residential,32185000
201504,78727,Multi-Family,19052000
201504,78728,Irrigation - Residential,2800
201504,78728,Multi-Family,6578600
201504,78728,Irrigation - Multi-Family,1154500
201504,78728,Residential,4575500
201504,78729,Irrigation - Residential,5800
201504,78729,Residential,18403900
201504,78729,Irrigation - Multi-Family,1091100
201504,78729,Multi-Family,19392700
201504,78730,Irrigation - Residential,58900
201504,78730,Multi-Family,4404600
201504,78730,Irrigation - Multi-Family,392500
201504,78730,Residential,17286400
201504,78731,Multi-Family,17488300
201504,78731,Residential,45689600
201504,78731,Irrigation - Residential,245100
201504,78731,Irrigation - Multi-Family,143600
201504,78732,Residential,535800
201504,78733,Residential,32600
201504,78735,Irrigation - Multi-Family,371500
201504,78735,Residential,15633100
201504,78735,Multi-Family,8265600
201504,78736,Irrigation - Multi-Family,56800
201504,78736,Irrigation - Residential,6300
201504,78736,Multi-Family,1570800
201504,78736,Residential,10339000
201504,78737,Residential,5370700
201504,78737,Irrigation - Residential,5100
201504,78738,Residential,2700
201504,78739,Residential,30773100
201504,78739,Irrigation - Multi-Family,100
201504,78741,Residential,17384200
201504,78741,Irrigation - Residential,6600
201504,78741,Irrigation - Multi-Family,918300
201504,78741,Multi-Family,74932000
201504,78742,Multi-Family,653000
201504,78742,Residential,497000
201504,78744,Multi-Family,24984000
201504,78744,Irrigation - Multi-Family,646200
201504,78744,Residential,44755100
201504,78744,Irrigation - Residential,22000
201504,78745,Multi-Family,29477700
201504,78745,Irrigation - Multi-Family,1599200
201504,78745,Irrigation - Residential,47600
201504,78745,Residential,65020700
201504,78746,Residential,31083700
201504,78746,Irrigation - Multi-Family,225200
201504,78746,Irrigation - Residential,237300
201504,78746,Multi-Family,10067000
201504,78747,Residential,21271300
201504,78747,Multi-Family,6438400
201504,78747,Irrigation - Multi-Family,333000
201504,78747,Irrigation - Residential,3500
201504,78748,Irrigation - Residential,16700
201504,78748,Residential,57040200
201504,78748,Irrigation - Multi-Family,1970800
201504,78748,Multi-Family,18003700
201504,78749,Residential,50074600
201504,78749,Irrigation - Residential,29300
201504,78749,Multi-Family,16886100
201504,78749,Irrigation - Multi-Family,2252700
201504,78750,Residential,44715900
201504,78750,Multi-Family,15368400
201504,78750,Irrigation - Multi-Family,953400
201504,78750,Irrigation - Residential,28800
201504,78751,Irrigation - Residential,41900
201504,78751,Multi-Family,12381400
201504,78751,Residential,13612100
201504,78751,Irrigation - Multi-Family,397100
201504,78752,Multi-Family,17001500
201504,78752,Irrigation - Multi-Family,27100
201504,78752,Residential,11338300
201504,78753,Irrigation - Multi-Family,2207600
201504,78753,Irrigation - Residential,2400
201504,78753,Multi-Family,47538900
201504,78753,Residential,36007200
201504,78754,Irrigation - Residential,10900
201504,78754,Residential,19182300
201504,78754,Irrigation - Multi-Family,1751000
201504,78754,Multi-Family,14461000
201504,78756,Irrigation - Residential,26900
201504,78756,Residential,9247900
201504,78756,Irrigation - Multi-Family,199300
201504,78756,Multi-Family,6389600
201504,78757,Multi-Family,13311200
201504,78757,Residential,27876600
201504,78757,Irrigation - Residential,17000
201504,78757,Irrigation - Multi-Family,102800
201504,78758,Residential,35869600
201504,78758,Irrigation - Multi-Family,1298800
201504,78758,Irrigation - Residential,26900
201504,78758,Multi-Family,48968000
201504,78759,Residential,50674300
201504,78759,Irrigation - Residential,32200
201504,78759,Multi-Family,31351100
201504,78759,Irrigation - Multi-Family,744200
201505,78613,Multi-Family,1146800
201505,78613,Irrigation - Multi-Family,390100
201505,78617,Irrigation - Residential,8700
201505,78617,Multi-Family,3184900
201505,78617,Residential,17957700
201505,78652,Residential,1112300
201505,78652,Irrigation - Residential,74000
201505,78652,Multi-Family,27300
201505,78653,Multi-Family,86300
201505,78653,Residential,1614500
201505,78660,Residential,6876400
201505,78660,Irrigation - Multi-Family,199800
201505,78660,Irrigation - Residential,10600
201505,78660,Multi-Family,3923200
201505,78701,Residential,804200
201505,78701,Multi-Family,13720700
201505,78701,Irrigation - Residential,16700
201505,78701,Irrigation - Multi-Family,760900
201505,78702,Irrigation - Multi-Family,601600
201505,78702,Irrigation - Residential,25600
201505,78702,Multi-Family,11070900
201505,78702,Residential,23150000
201505,78703,Irrigation - Multi-Family,591300
201505,78703,Multi-Family,13242200
201505,78703,Residential,37719900
201505,78703,Irrigation - Residential,527400
201505,78704,Irrigation - Residential,76400
201505,78704,Multi-Family,45776300
201505,78704,Residential,36753400
201505,78704,Irrigation - Multi-Family,1758600
201505,78705,Multi-Family,34521300
201505,78705,Residential,8208600
201505,78705,Irrigation - Residential,38000
201505,78705,Irrigation - Multi-Family,279300
201505,78717,Irrigation - Residential,24100
201505,78717,Residential,26218100
201505,78717,Irrigation - Multi-Family,4290100
201505,78717,Multi-Family,8987200
201505,78719,Residential,1381900
201505,78719,Multi-Family,413300
201505,78721,Residential,12371900
201505,78721,Irrigation - Residential,4100
201505,78721,Irrigation - Multi-Family,29900
201505,78721,Multi-Family,4310700
201505,78722,Irrigation - Multi-Family,89200
201505,78722,Irrigation - Residential,
201505,78722,Multi-Family,2523500
201505,78722,Residential,7351600
201505,78723,Multi-Family,21194800
201505,78723,Irrigation - Multi-Family,109100
201505,78723,Residential,28899800
201505,78723,Irrigation - Residential,300
201505,78724,Residential,17709700
201505,78724,Multi-Family,11648200
201505,78724,Irrigation - Multi-Family,195500
201505,78724,Irrigation - Residential,16200
201505,78725,Multi-Family,192200
201505,78725,Residential,2234600
201505,78726,Residential,13699800
201505,78726,Irrigation - Multi-Family,3727800
201505,78726,Irrigation - Residential,44100
201505,78726,Multi-Family,11777100
201505,78727,Residential,30889600
201505,78727,Irrigation - Residential,200
201505,78727,Multi-Family,18049900
201505,78727,Irrigation - Multi-Family,2454800
201505,78728,Irrigation - Multi-Family,1230100
201505,78728,Multi-Family,6670000
201505,78728,Residential,4085200
201505,78728,Irrigation - Residential,2400
201505,78729,Multi-Family,18817500
201505,78729,Irrigation - Multi-Family,2310000
201505,78729,Irrigation - Residential,5100
201505,78729,Residential,18087900
201505,78730,Irrigation - Multi-Family,354600
201505,78730,Residential,18984800
201505,78730,Multi-Family,4679200
201505,78730,Irrigation - Residential,94700
201505,78731,Multi-Family,17720100
201505,78731,Irrigation - Residential,341000
201505,78731,Residential,45348900
201505,78731,Irrigation - Multi-Family,251200
201505,78732,Residential,547500
201505,78733,Residential,42900
201505,78735,Irrigation - Multi-Family,1428300
201505,78735,Residential,15428600
201505,78735,Multi-Family,8212000
201505,78736,Multi-Family,1984700
201505,78736,Residential,9949200
201505,78736,Irrigation - Multi-Family,259800
201505,78736,Irrigation - Residential,14400
201505,78737,Irrigation - Residential,5000
201505,78737,Residential,5359500
201505,78738,Residential,16100
201505,78739,Residential,36042300
201505,78739,Irrigation - Multi-Family,100
201505,78741,Irrigation - Residential,8500
201505,78741,Residential,16855200
201505,78741,Irrigation - Multi-Family,1260100
201505,78741,Multi-Family,72557200
201505,78742,Multi-Family,655900
201505,78742,Residential,614600
201505,78744,Irrigation - Residential,23900
201505,78744,Multi-Family,25062900
201505,78744,Residential,43202500
201505,78744,Irrigation - Multi-Family,761300
201505,78745,Irrigation - Multi-Family,2816900
201505,78745,Multi-Family,28800800
201505,78745,Irrigation - Residential,54000
201505,78745,Residential,62047400
201505,78746,Residential,31214800
201505,78746,Irrigation - Residential,283400
201505,78746,Multi-Family,10183300
201505,78746,Irrigation - Multi-Family,432900
201505,78747,Residential,20509500
201505,78747,Irrigation - Multi-Family,289600
201505,78747,Multi-Family,6265800
201505,78747,Irrigation - Residential,5000
201505,78748,Irrigation - Residential,22500
201505,78748,Multi-Family,18185900
201505,78748,Residential,56623600
201505,78748,Irrigation - Multi-Family,2728400
201505,78749,Multi-Family,16580700
201505,78749,Irrigation - Residential,30600
201505,78749,Residential,50280200
201505,78749,Irrigation - Multi-Family,4028500
201505,78750,Irrigation - Residential,3600
201505,78750,Irrigation - Multi-Family,1053900
201505,78750,Residential,39513100
201505,78750,Multi-Family,13891700
201505,78751,Irrigation - Multi-Family,360300
201505,78751,Irrigation - Residential,61000
201505,78751,Residential,13761500
201505,78751,Multi-Family,12121100
201505,78752,Multi-Family,16909900
201505,78752,Residential,11353700
201505,78752,Irrigation - Multi-Family,19400
201505,78753,Residential,34913800
201505,78753,Irrigation - Multi-Family,2438400
201505,78753,Irrigation - Residential,2300
201505,78753,Multi-Family,47029600
201505,78754,Irrigation - Residential,8600
201505,78754,Multi-Family,15213900
201505,78754,Irrigation - Multi-Family,3256500
201505,78754,Residential,17257800
201505,78756,Residential,9209500
201505,78756,Irrigation - Residential,32400
201505,78756,Irrigation - Multi-Family,251000
201505,78756,Multi-Family,6070800
201505,78757,Irrigation - Residential,18900
201505,78757,Irrigation - Multi-Family,268600
201505,78757,Multi-Family,12924000
201505,78757,Residential,27636100
201505,78758,Irrigation - Multi-Family,1702800
201505,78758,Residential,36189200
201505,78758,Irrigation - Residential,8700
201505,78758,Multi-Family,50654600
201505,78759,Multi-Family,31217200
201505,78759,Residential,47826800
201505,78759,Irrigation - Residential,34400
201505,78759,Irrigation - Multi-Family,724400
201506,78613,Irrigation - Multi-Family,566300
201506,78613,Multi-Family,1232900
201506,78617,Irrigation - Residential,9300
201506,78617,Multi-Family,3733100
201506,78617,Residential,18236700
201506,78652,Irrigation - Residential,72900
201506,78652,Multi-Family,11200
201506,78652,Residential,1221500
201506,78653,Multi-Family,129100
201506,78653,Residential,1923100
201506,78660,Multi-Family,4414400
201506,78660,Residential,7753300
201506,78660,Irrigation - Residential,9200
201506,78660,Irrigation - Multi-Family,155200
201506,78701,Irrigation - Multi-Family,711400
201506,78701,Multi-Family,13772700
201506,78701,Irrigation - Residential,37300
201506,78701,Residential,767900
201506,78702,Irrigation - Multi-Family,545200
201506,78702,Irrigation - Residential,12600
201506,78702,Residential,24727300
201506,78702,Multi-Family,11075800
201506,78703,Irrigation - Residential,555100
201506,78703,Irrigation - Multi-Family,531800
201506,78703,Multi-Family,13698900
201506,78703,Residential,38157800
201506,78704,Residential,36974200
201506,78704,Irrigation - Multi-Family,1669400
201506,78704,Irrigation - Residential,118700
201506,78704,Multi-Family,46738100
201506,78705,Multi-Family,30283800
201506,78705,Residential,7385800
201506,78705,Irrigation - Multi-Family,297600
201506,78705,Irrigation - Residential,39600
201506,78717,Irrigation - Residential,21500
201506,78717,Multi-Family,11452500
201506,78717,Residential,30153800
201506,78717,Irrigation - Multi-Family,4947000
201506,78719,Residential,1383300
201506,78719,Multi-Family,464100
201506,78721,Irrigation - Residential,5300
201506,78721,Residential,13515900
201506,78721,Irrigation - Multi-Family,53800
201506,78721,Multi-Family,4860300
201506,78722,Irrigation - Multi-Family,185100
201506,78722,Irrigation - Residential,400
201506,78722,Residential,7195600
201506,78722,Multi-Family,2727500
201506,78723,Multi-Family,23234300
201506,78723,Irrigation - Multi-Family,102000
201506,78723,Irrigation - Residential,300
201506,78723,Residential,30552700
201506,78724,Irrigation - Residential,16900
201506,78724,Multi-Family,12986800
201506,78724,Irrigation - Multi-Family,244600
201506,78724,Residential,19447600
201506,78725,Residential,2513400
201506,78725,Multi-Family,195700
201506,78726,Residential,14006800
201506,78726,Irrigation - Residential,21600
201506,78726,Irrigation - Multi-Family,3620500
201506,78726,Multi-Family,12056700
201506,78727,Multi-Family,20407900
201506,78727,Residential,31813000
201506,78727,Irrigation - Multi-Family,2826700
201506,78727,Irrigation - Residential,200
201506,78728,Multi-Family,7258900
201506,78728,Irrigation - Multi-Family,1315800
201506,78728,Irrigation - Residential,3600
201506,78728,Residential,4733000
201506,78729,Multi-Family,19387200
201506,78729,Irrigation - Multi-Family,1346600
201506,78729,Irrigation - Residential,4400
201506,78729,Residential,18976300
201506,78730,Irrigation - Multi-Family,451600
201506,78730,Residential,16188200
201506,78730,Multi-Family,4990400
201506,78730,Irrigation - Residential,46600
201506,78731,Irrigation - Multi-Family,343500
201506,78731,Irrigation - Residential,363600
201506,78731,Multi-Family,17307000
201506,78731,Residential,45567200
201506,78732,Residential,478400
201506,78733,Residential,33800
201506,78735,Irrigation - Multi-Family,1036800
201506,78735,Residential,16477800
201506,78735,Multi-Family,8241600
201506,78736,Irrigation - Multi-Family,360000
201506,78736,Multi-Family,2154000
201506,78736,Residential,10884900
201506,78736,Irrigation - Residential,16200
201506,78737,Residential,5623700
201506,78737,Irrigation - Residential,5900
